	GO_CATEGORY	VAL	p	Description
2674	GO:0061044	2.001	0.0	Any process that decreases the rate, frequency, or extent of blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature. [GOC:BHF, GOC:dph]
2675	GO:0035723	2.001	0.0	The series of molecular signals initiated by interleukin-15 binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:BHF, GOC:signaling]
2676	GO:2001270	2.001	0.0	Any process that modulates the frequency, rate or extent of cysteine-type endopeptidase activity involved in execution phase of apoptosis. [GOC:mtg_apoptosis]
2677	GO:1902075	2.001	0.002	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salt stimulus. [GOC:mls, GOC:TermGenie, PMID:16666921]
2678	GO:0009193	2.001	0.0	The chemical reactions and pathways involving pyrimidine ribonucleoside diphosphate, a compound consisting of a pyrimidine base linked to a ribose sugar esterified with diphosphate on the sugar. [GOC:go_curators, ISBN:0198506732]
2679	GO:0043174	2.001	0.0	Any process which produces a nucleotide, a nucleobase linked to either beta-D-ribofuranose (ribonucleoside) or 2-deoxy-beta-D-ribofuranose (a deoxyribonucleotide), from derivatives of it without de novo synthesis. [GOC:jl]
2680	GO:0005981	2.001	0.0	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of glycogen. [GOC:go_curators]
2681	GO:1903935	2.001	0.002	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a sodium arsenite stimulus. [GO_REF:0000071, GOC:TermGenie, PMID:18674524]
2682	GO:0010641	2.0005	0.001	Any process that increases the frequency, rate or extent of the platelet-derived growth factor receptor signaling pathway. [GOC:dph, GOC:hjd, GOC:tb]
2683	GO:0002826	2.0005	0.001	Any process that stops, prevents, or reduces the frequency, rate, or extent of a T-helper 1 type immune response. [GOC:add]
2684	GO:0017038	2.0005	0.001	The targeting and directed movement of proteins into a cell or organelle.  Not all import involves an initial targeting event. [GOC:ai]
2685	GO:0070097	2.0005	0.001	Binding to the delta subunit of the catenin complex. [GOC:rph]
2686	GO:0009172	2.0005	0.001	The chemical reactions and pathways resulting in the breakdown of purine deoxyribonucleoside monophosphate, a compound consisting of a purine base linked to a deoxyribose sugar esterified with phosphate on the sugar. [GOC:go_curators, ISBN:0198506732]
2687	GO:0045136	2.0	0.0	The process whose specific outcome is the progression of the secondary sexual characteristics over time, from their formation to the mature structures. In humans, these include growth of axillary, chest, and pubic hair, voice changes, testicular/penile enlargement, breast development and menstrual periods. Development occurs in response to sex hormone secretion. [GOC:ai]
2688	GO:0030200	2.0	0.0	The chemical reactions and pathways resulting in the breakdown of proteoglycan containing heparan sulfate, any member of a group of glycosaminoglycans that have repeat units consisting of alternating alpha-(1->4) linked hexuronic acid and glucosamine residues, the former being a mixture of sulfated and nonsulfated D-glucuronic and L-iduronic acids, and the latter being either sulfated or acetylated on its amino group as well as sulfated on one of its hydroxyl groups. [GOC:mah, ISBN:0198506732]
2689	GO:1903960	2.0	0.0	Any process that stops, prevents or reduces the frequency, rate or extent of anion transmembrane transport. [GO_REF:0000058, GOC:TermGenie, GOC:vw]
2690	GO:0010359	2.0	0.002	Any process that modulates the frequency, rate or extent of anion channel activity. [PMID:17319842]
2691	GO:0035754	1.9995	0.001	The directed movement of a B cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis). [CL:0000236, GOC:BHF]
2692	GO:0099186	1.9995	0.001	The action of a molecule that contributes to the structural integrity of a postsynapse. [GOC:dos]
2693	GO:0042796	1.9995	0.001	The synthesis of small nuclear RNA (snRNA) from a DNA template by RNA Polymerase III (Pol III), originating at a Pol III promoter. [GOC:jl, ISBN:0321000382]
2694	GO:0032665	1.999	0.0	Any process that modulates the frequency, rate, or extent of interleukin-21 production. [GOC:mah]
2695	GO:0072540	1.999	0.0	The process in which a CD4-positive, alpha-beta T cell becomes committed to becoming a T-helper 17 cell, a CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive that produces IL-17. [CL:0000899, GOC:BHF, GOC:ebc]
2696	GO:0009635	1.999	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a herbicide stimulus. Herbicides are chemicals used to kill or control the growth of plants. [GOC:curators]
2697	GO:0032745	1.999	0.0	Any process that activates or increases the frequency, rate, or extent of interleukin-21 production. [GOC:mah]
2698	GO:0032286	1.999	0.0	The process in which the structure and material content of mature central nervous system myelin is kept in a functional state. [GOC:dgh]
2699	GO:0043159	1.999	0.0	A structural framework, or 'dense core' at the interior of an acrosome. May regulate the distribution of hydrolases within the acrosome and their release during the acrosome reaction. [GOC:jl, PMID:8949900, PMID:9139729]
2700	GO:0002874	1.999	0.0	Any process that modulates the frequency, rate, or extent of a chronic inflammatory response to an antigenic stimulus. [GOC:add]
2701	GO:0050847	1.999	0.0	The series of molecular signals initiated by progesterone binding to its receptor in the cytoplasm. [GOC:ai, GOC:mah, PMID:14744870]
2702	GO:0006207	1.999	0.0	The chemical reactions and pathways resulting in the formation of pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases, beginning with the synthesis of a pyrimidine ring from simpler precursors. [GOC:mah, ISBN:0716720094]
2703	GO:0046666	1.9985	0.001	Programmed cell death that occurs in the developing retina. [GOC:bf]
2704	GO:0072740	1.9985	0.001	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an anisomycin stimulus. [GOC:mah]
2705	GO:0060081	1.9985	0.001	The process in which membrane potential increases with respect to its steady-state potential, usually from negative potential to a more negative potential. For example, during the repolarization phase of an action potential the membrane potential often becomes more negative or hyperpolarized before returning to the steady-state resting potential. [GOC:dph]
2706	GO:0006469	1.9983000000000024	0.10400000000000001	Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity. [GOC:go_curators]
2707	GO:0045892	1.998006491384425	0.024	Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription. [GOC:go_curators, GOC:txnOH]
2708	GO:1903795	1.9980000000000002	0.002	Any process that modulates the frequency, rate or extent of inorganic anion transmembrane transport. [GO_REF:0000058, GOC:TermGenie, PMID:11336802]
2709	GO:2000564	1.9980000000000002	0.002	Any process that modulates the frequency, rate or extent of CD8-positive, alpha-beta T cell proliferation. [GOC:obol]
2710	GO:0070434	1.9980000000000002	0.0	Any process that activates or increases the frequency, rate, or extent of the nucleotide-binding oligomerization domain containing 2 (NOD2) pathway. [GOC:add]
2711	GO:0034617	1.9980000000000002	0.0	Binding to a tetrahydrobiopterin, 5,6,7,8-tetrahydrobiopterin or a derivative thereof; tetrahydrobiopterins are enzyme cofactors that carry electrons in redox reactions. [GOC:BHF, GOC:mah, GOC:rl]
2712	GO:0070874	1.9980000000000002	0.0	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving glycogen. [GOC:mah]
2713	GO:0048597	1.9980000000000002	0.0	The process in which the anatomical structures of the eye are generated and organized during post-embryonic development. [GOC:jid, GOC:mtg_transport, ISBN:0815340729]
2714	GO:0009188	1.9980000000000002	0.0	The chemical reactions and pathways resulting in the formation of a ribonucleoside diphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with diphosphate on the sugar. [GOC:go_curators, ISBN:0198506732]
2715	GO:0031711	1.9975	0.001	Binding to a bradykinin receptor. [GOC:mah, GOC:nln]
2716	GO:1900623	1.9969999999999999	0.0	Any process that modulates the frequency, rate or extent of monocyte aggregation. [GOC:BHF, GOC:TermGenie]
2717	GO:0021924	1.9969999999999999	0.002	The multiplication or reproduction of neuroblasts resulting in the expansion of a cell population in the external granule layer of the hindbrain. The external granule layer is the layer that originates from the rostral half of the rhombic lip in the first rhombomere. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:15157725]
2718	GO:0002358	1.9969999999999999	0.0	The non-specific expansion of B cell populations within a whole or part of an organism to reach to a total number of B cells which will then remain stable over time in the absence of an external stimulus. [GOC:jal]
2719	GO:1900625	1.9969999999999999	0.0	Any process that activates or increases the frequency, rate or extent of monocyte aggregation. [GOC:BHF, GOC:TermGenie]
2720	GO:0015727	1.9969999999999999	0.0	The directed movement of lactate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lactate is 2-hydroxypropanoate, CH3-CHOH-COOH; L(+)-lactate is formed by anaerobic glycolysis in animal tissues, and DL-lactate is found in sour milk, molasses and certain fruit juices. [GOC:ai, ISBN:0198506732]
2721	GO:2000394	1.9969999999999999	0.0	Any process that activates or increases the frequency, rate or extent of lamellipodium morphogenesis. [GOC:BHF, GOC:mah]
2722	GO:0010727	1.9969999999999999	0.0	Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving hydrogen peroxide. [GOC:dph, GOC:hjd, GOC:tb]
2723	GO:0060742	1.9969999999999999	0.002	The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell of the prostate gland. [GOC:dph]
2724	GO:0035873	1.9969999999999999	0.0	The process in which lactate is transported across a membrane. Lactate is 2-hydroxypropanoate, CH3-CHOH-COOH; L(+)-lactate is formed by anaerobic glycolysis in animal tissues, and DL-lactate is found in sour milk, molasses and certain fruit juices. [GOC:mcc, ISBN:0198506732]
2725	GO:0034626	1.9969999999999999	0.0	Elongation of a fatty acid chain into which two or more C-C double bonds have been introduced. [GOC:mah]
2726	GO:0010814	1.9969999999999999	0.0	The chemical reactions and pathways resulting in the breakdown of the neuropeptide substance P. [GOC:BHF, GOC:rl]
2727	GO:0021534	1.9969999999999999	0.002	The multiplication or reproduction of cells, resulting in the expansion of a cell population in the hindbrain. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]
2728	GO:0060052	1.9969999999999999	0.0	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising neurofilaments and their associated proteins. [GOC:dph]
2729	GO:0019367	1.9969999999999999	0.0	Elongation of a saturated fatty acid chain. [GOC:mah]
2730	GO:0021930	1.9969999999999999	0.002	The multiplication or reproduction of neuroblasts that will give rise to granule cells. A granule cell is a glutamatergic interneuron found in the cerebellar cortex. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:15157725]
2731	GO:0009922	1.9969999999999999	0.0	Catalysis of the reaction
2732	GO:0019368	1.9969999999999999	0.0	Elongation of a fatty acid chain into which one or more C-C double bonds have been introduced. [GOC:mah]
2733	GO:0044292	1.9969999999999999	0.0	A structure at the distal end of a dendrite adapted to carry out a specific function, e.g. dendriole. [GOC:jl, NIF_Subcellular:sao28175134]
2734	GO:0102756	1.9969999999999999	0.0	Catalysis of the reaction
2735	GO:0034625	1.9969999999999999	0.0	Elongation of a fatty acid chain into which one C-C double bond has been introduced. [GOC:mah]
2736	GO:0002904	1.9969999999999999	0.0	Any process that activates or increases the frequency, rate, or extent of B cell apoptotic process. [GOC:add, GOC:mtg_apoptosis]
2737	GO:0005783	1.9969808441558368	0.061	The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached). [ISBN:0198506732]
2738	GO:1905006	1.9965	0.001	Any process that stops, prevents or reduces the frequency, rate or extent of epithelial to mesenchymal transition involved in endocardial cushion formation. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18718461]
2739	GO:0033145	1.9965	0.001	Any process that activates or increases the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway. [GOC:mah]
2740	GO:0033148	1.9965	0.001	Any process that activates or increases the frequency, rate or extent of the activity of an intracellular estrogen receptor signaling pathway. [GOC:mah]
2741	GO:0062044	1.9965	0.001	Any process that stops or decreases the rate, frequency or extent of cardiac epithelial to mesenchymal transition, a transition where a cardiac epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell. [GOC:BFH, GOC:rph, PMID:20951801]
2742	GO:0046415	1.9965	0.001	The chemical reactions and pathways involving urate, the anion of uric acid, 2,6,8-trioxypurine, the end product of purine metabolism in certain mammals and the main excretory product in uricotelic animals. [ISBN:0198506732]
2743	GO:0002438	1.9963333333333333	0.001	An acute inflammatory response to an antigenic stimulus. An acute inflammatory response occurs within a matter of minutes or hours, and either resolves within a few days or becomes a chronic inflammatory response. [GO_REF:0000022, GOC:add, ISBN:0781735149]
2744	GO:1903507	1.9961485548764888	0.024	Any process that stops, prevents or reduces the frequency, rate or extent of nucleic acid-templated transcription. [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]
2745	GO:1902679	1.9961485548764888	0.024	Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process. [GO:jl, GO_REF:0000058, GOC:TermGenie]
2746	GO:1902339	1.996	0.0	Any process that activates or increases the frequency, rate or extent of apoptotic process involved in morphogenesis. [GOC:sart, GOC:TermGenie, PMID:12202035]
2747	GO:0033634	1.996	0.002	Any process that activates or increases the frequency, rate, or extent of cell-cell adhesion mediated by integrin. [GOC:add]
2748	GO:0106072	1.996	0.0	Any process that stops, prevents or reduces the frequency, rate or extent of an adenylate cyclase-activating G protein-coupled receptor signaling pathway. [GOC:hjd, PMID:19246489]
2749	GO:0038109	1.996	0.0	The series of molecular signals initiated by the binding of stem cell factor to the tyrosine kinase receptor KIT on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription. Stem cell factor (KIT ligand) binding to the receptor Kit mediates receptor dimerization, activation of its intrinsic tyrosine kinase activity and autophosphorylation. The activated receptor then phosphorylates various substrates, thereby activating distinct signaling cascades within the cell that trigger a change in state or activity of the cell. [GOC:nhn, GOC:signaling, PMID:16129412]
2750	GO:2000520	1.996	0.0	Any process that modulates the frequency, rate or extent of immunological synapse formation. [GOC:obol]
2751	GO:0008635	1.996	0.002	Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase in the context of an apoptotic process and is mediated by cytochrome c. [GOC:dph, GOC:jl, GOC:mtg_apoptosis, GOC:tb, PMID:14744432, Wikipedia:Caspase]
2752	GO:0001661	1.996	0.0	A conditioned aversion to a specific chemical compound as a result of that compound being coupled with a noxious stimulus. [GOC:dph, PMID:9920659]
2753	GO:1904747	1.996	0.0	Any process that activates or increases the frequency, rate or extent of apoptotic process involved in development. [GO_REF:0000058, GOC:TermGenie, PMID:22801495]
2754	GO:0060302	1.996	0.0	Any process that decreases the rate, frequency or extent of the activity of a molecule that controls the survival, growth, differentiation and effector function of tissues and cells. [GOC:BHF, GOC:dph, GOC:tb]
2755	GO:0045732	1.9956523809523845	0.115	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds. [GOC:go_curators]
2756	GO:0015842	1.9955	0.001	The active transport of aminergic neurotransmitters into a synaptic vesicle.  This import is fuelled by an electrochemical gradient across the vesicle membrane, established by the action proton pumps. [GOC:ai]
2757	GO:2000660	1.9955	0.001	Any process that stops, prevents or reduces the frequency, rate or extent of interleukin-1-mediated signaling pathway. [GOC:obol]
2758	GO:0051974	1.9955	0.001	Any process that stops or reduces the activity of the enzyme telomerase, which catalyzes of the reaction
2759	GO:0071320	1.9951000000000032	0.11	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cAMP (cyclic AMP, adenosine 3',5'-cyclophosphate) stimulus. [GOC:mah]
2760	GO:0030885	1.995	0.0	Any process that modulates the frequency or rate of myeloid dendritic cell activation. [GOC:mah]
2761	GO:0023026	1.995	0.0	Binding to a class II major histocompatibility complex. [GOC:mtg_signal, GOC:vw]
2762	GO:0090324	1.995	0.0	Any process that decreases the frequency, rate or extent of the chemical reactions and pathways resulting in the phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis. [GOC:BHF]
2763	GO:0004046	1.995	0.0	Catalysis of the reaction
2764	GO:0019883	1.995	0.0	The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of endogenous origin on its cell surface in association with an MHC protein complex. [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]
2765	GO:1902570	1.995	0.0	A process in which a protein is transported to, or maintained in, a location within a nucleolus. [GOC:TermGenie, PMID:22809626]
2766	GO:0014808	1.9948333333333328	0.002	The process in which the release of sequestered calcium ion by sarcoplasmic reticulum into cytosol occurs via calcium release channels. [GOC:mtg_muscle]
2767	GO:2000641	1.9945	0.001	Any process that modulates the frequency, rate or extent of early endosome to late endosome transport. [GOC:BHF]
2768	GO:0006925	1.9945	0.001	Any apoptotic process in an inflammatory cell, any cell participating in the inflammatory response to a foreign substance e.g. neutrophil, macrophage. [GOC:jl, GOC:mtg_apoptosis]
2769	GO:0072739	1.9945	0.001	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an anisomycin stimulus. [GOC:mah]
2770	GO:0042995	1.99443173915868	0.011000000000000001	A prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, http://www.cogsci.princeton.edu/~wn/]
2771	GO:2001027	1.9943333333333333	0.001	Any process that stops, prevents or reduces the frequency, rate or extent of endothelial cell chemotaxis. [GOC:BHF]
2772	GO:0030881	1.994	0.002	Binding to beta-2-microglobulin. [GOC:mah]
2773	GO:0009120	1.994	0.0	The chemical reactions and pathways involving any one of a family of organic molecules consisting of a purine or pyrimidine base covalently bonded to a sugar deoxyribose (a deoxyribonucleoside). [GOC:jl, ISBN:0140512713]
2774	GO:0014042	1.994	0.002	Any process that activates or increases the frequency, rate or extent of neuron maturation. [GOC:ef]
2775	GO:0140693	1.994	0.0	Binding and bringing together two or more macromolecules in contact, permitting those molecules to organize as a molecular condensate. [PMID:28225081]
2776	GO:1990441	1.994	0.002	Any process that stops, prevents, or reduces the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of an endoplasmic reticulum stress. [GOC:bf, GOC:PARL, PMID:21113145]
2777	GO:1902949	1.994	0.0	Any process that activates or increases the frequency, rate or extent of tau-protein kinase activity. [GO_REF:0000059, GOC:sjp, GOC:TermGenie, PMID:15897157, PMID:22986780]
2778	GO:0090557	1.994	0.0	The establishment of a barrier between endothelial cell layers of the intestine to exert specific and selective control over the passage of water and solutes, thus allowing formation and maintenance of compartments that differ in fluid and solute composition. [GOC:krc, PMID:22155109]
2779	GO:0001714	1.994	0.0	The cell fate determination process that results in a cell becoming capable of differentiating autonomously into an endoderm cell in an environment that is neutral with respect to the developmental pathway; upon specification, the cell fate can be reversed. [GOC:go_curators]
2780	GO:0010193	1.9935	0.001	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ozone stimulus. [GOC:sm]
2781	GO:0007497	1.9935	0.001	The process whose specific outcome is the progression of the posterior midgut over time, from its formation to the mature structure. [GOC:go_curators]
2782	GO:0005499	1.9935	0.001	Binding to vitamin D, any of a group of related, fat-soluble compounds that are derived from delta-5,7 steroids and play a central role in calcium metabolism. Specific forms of vitamin D include calciferol (ergocalciferol; vitamin D2) and cholecalciferol (calciol; vitamin D3). [GOC:mah, ISBN:0471331309]
2783	GO:0016714	1.9935	0.001	Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from reduced pteridine and one other donor, and one atom of oxygen is incorporated into one donor. [GOC:mah]
2784	GO:1904466	1.993	0.002	Any process that activates or increases the frequency, rate or extent of matrix metallopeptidase secretion. [GO_REF:0000058, GOC:TermGenie, PMID:8679543]
2785	GO:1903971	1.993	0.002	Any process that activates or increases the frequency, rate or extent of response to macrophage colony-stimulating factor. [GO_REF:0000058, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:19100238]
2786	GO:0002339	1.993	0.0	The process dependent upon B cell antigen receptor signaling in response to self or foreign antigen through which B cells are selected for survival. [GOC:jal]
2787	GO:1903974	1.993	0.002	Any process that activates or increases the frequency, rate or extent of cellular response to macrophage colony-stimulating factor stimulus. [GO_REF:0000058, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:19100238]
2788	GO:0060664	1.993	0.0	The multiplication or reproduction of epithelial cells of the submandibular salivary gland, resulting in the expansion of a cell population and the shaping of the gland. [GOC:dph, PMID:17336109]
2789	GO:0016199	1.993	0.0	The recognition of molecules at the central nervous system midline choice point by an axon growth cone; this choice point determines whether the growth cone will cross the midline. [PMID:11376484]
2790	GO:0002439	1.993	0.0	A chronic inflammatory response to an antigenic stimulus. A chronic inflammatory response persists indefinitely during days, weeks, or months in the life of an individual. [GOC:add, ISBN:0781735149]
2791	GO:0030167	1.9925	0.001	The chemical reactions and pathways resulting in the breakdown of proteoglycans, any glycoprotein in which the carbohydrate units are glycosaminoglycans. [GOC:mah, ISBN:0198506732]
2792	GO:0005925	1.9923321428571408	0.156	A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ). [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]
2793	GO:0006228	1.992	0.002	The chemical reactions and pathways resulting in the formation of UTP, uridine (5'-)triphosphate. [ISBN:0198506732]
2794	GO:1903347	1.992	0.0	Any process that stops, prevents or reduces the frequency, rate or extent of tight junction assembly. [GO_REF:0000058, GOC:jz, GOC:TermGenie, PMID:25050009]
2795	GO:0036462	1.992	0.0	An extrinsic apoptotic signaling pathway initiated by the binding of the ligand TRAIL (tumor necrosis factor-related apoptosis-inducing ligand) to a death receptor on the cell surface. [GOC:bf, GOC:PARL, PMID:21785459]
2796	GO:0010248	1.992	0.0	The directed movement of ions to establish or maintain an electrochemical gradient across a membrane by means of some agent such as a transporter or pore. [GOC:mah, GOC:sm]
2797	GO:0046013	1.992	0.002	Any process that modulates the frequency, rate or extent of resting T cell proliferation. [GOC:go_curators]
2798	GO:0070427	1.992	0.0	The series of molecular signals initiated by the binding of a ligand (such as a bacterial peptidoglycan) to a cytoplasmic nucleotide-binding oligomerization domain containing 1 (NOD1) protein receptor, and ending with regulation of a downstream cellular process. [GOC:add, PMID:17944960, PMID:18585455]
2799	GO:0097136	1.9915	0.003	A protein complex that consists of members of the Bcl-2 family of anti- and proapoptotic regulators. Bcl-2 proteins respond to cues from various forms of intracellular stress, such as DNA damage or cytokine deprivation, and interact with opposing family members to determine whether or not the caspase proteolytic cascade should be unleashed. [GOC:so, PMID:14634621]
2800	GO:0002246	1.9915	0.001	The series of events that restore integrity to damaged tissue that contribute to an inflammatory response. [GOC:jal, ISBN:0721601871]
2801	GO:0044331	1.9915	0.001	The attachment of one cell to another cell via a cadherin, transmembrane proteins having repeating extracellular calcium ion binding domains. [GOC:ha, GOC:hjd, GOC:jl, PMID:10923970]
2802	GO:0009138	1.9915	0.001	The chemical reactions and pathways involving pyrimidine nucleoside diphosphate, a compound consisting of a pyrimidine base linked to a ribose or deoxyribose sugar esterified with diphosphate on the sugar. [GOC:go_curators, ISBN:0198506732]
2803	GO:0002238	1.9915	0.001	Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of fungal origin such as chito-octamer oligosaccharide. [GOC:rl, GOC:sm]
2804	GO:0032454	1.9909999999999999	0.0	Catalysis of the removal of a methyl group from a modified lysine residue at position 9 of the histone H3 protein. [PMID:16362057]
2805	GO:0060039	1.9909999999999999	0.0	The process whose specific outcome is the progression of the pericardium over time, from its formation to the mature structure. The pericardium is a double-walled sac that contains the heart and the roots of the aorta, vena cava and the pulmonary artery. [GOC:dph, GOC:rph, PMID:15138308, PMID:16376438]
2806	GO:0045113	1.9909999999999999	0.0	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of integrins. [GOC:go_curators]
2807	GO:0070163	1.9909999999999999	0.002	Any process that modulates the frequency, rate or extent of the regulated release of adiponectin from a cell. [GOC:mah]
2808	GO:0016046	1.9909999999999999	0.002	The series of events in which a stimulus from a fungus is received and converted into a molecular signal. [GOC:hb]
2809	GO:0048617	1.9909999999999999	0.0	The process in which the anatomical structures of the foregut are generated and organized, during the embryonic phase. [GOC:jid, GOC:rc]
2810	GO:0035814	1.9908333333333328	0.002	Any process that decreases the amount of sodium excreted in urine over a unit of time. [GOC:mtg_25march11, GOC:yaf]
2811	GO:0000052	1.9905	0.001	The chemical reactions and pathways involving citrulline, N5-carbamoyl-L-ornithine, an alpha amino acid not found in proteins. [ISBN:0198506732]
2812	GO:0046130	1.9905	0.001	The chemical reactions and pathways resulting in the breakdown of any purine ribonucleoside, a nucleoside in which purine base is linked to a ribose (beta-D-ribofuranose) molecule. [GOC:ai]
2813	GO:1904796	1.99	0.0	Any process that modulates the frequency, rate or extent of core promoter binding. [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22723415]
2814	GO:0099571	1.99	0.0	The portion of the cytoskeleton contained within the postsynapse. [GOC:dos, PMID:19889835]
2815	GO:0035166	1.99	0.0	The stages of blood cell formation that take place after completion of embryonic development. [GOC:bf]
2816	GO:0070410	1.99	0.0	Binding to a common mediator SMAD signaling protein. [GOC:BHF, GOC:vk, PMID:19114992]
2817	GO:1904798	1.99	0.0	Any process that activates or increases the frequency, rate or extent of core promoter binding. [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22723415]
2818	GO:0070173	1.99	0.002	Any process that modulates the frequency, rate or extent of enamel mineralization, the deposition of calcium salts in tooth enamel. [GOC:BHF, GOC:mah]
2819	GO:0031265	1.99	0.0	A protein complex formed upon binding of Fas/CD95/APO-1 to its ligand. The complex includes FADD/Mort1, procaspase-8/10 and c-FLIP in addition to the ligand-bound receptor. [PMID:12628743, PMID:12655293]
2820	GO:0072215	1.99	0.0	Any process that modulates the rate, frequency or extent of metanephros development. Metanephros development is the process whose specific outcome is the progression of the metanephros over time, from its formation to the mature structure. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine. [GOC:mtg_kidney_jan10]
2821	GO:0008126	1.99	0.0	Catalysis of the reaction
2822	GO:0002678	1.99	0.0	Any process that activates or increases the frequency, rate, or extent of a chronic inflammatory response. [GOC:add]
2823	GO:0007500	1.9895	0.001	The cell fate determination process in which a cell becomes capable of differentiating autonomously into a mesoderm cell regardless of its environment; upon determination, the cell fate cannot be reversed. [GOC:go_curators, ISBN:0878932437]
2824	GO:0045342	1.9895	0.001	The chemical reactions and pathways resulting in the formation of major histocompatibility protein class II. [GOC:go_curators]
2825	GO:0045934	1.9893062954202645	0.018000000000000002	Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids. [GOC:go_curators]
2826	GO:0010813	1.989	0.0	The chemical reactions and pathways resulting in the breakdown of neuropeptides. Neuropeptides are signaling peptides that travel across a synaptic junction. [GOC:BHF, GOC:dph, GOC:tb]
2827	GO:0032826	1.989	0.0	Any process that modulates the frequency, rate or extent of natural killer cell differentiation as part of an immune response. [GOC:mah]
