abstract,1,2,3,4,5,6,7,8,9,10,Nada,Henry,Bacteria,Protein
23716685.txt,0,0,0,0,0,0,0,0,0,0,,,,
2371714.txt,0,0,0,0,0,0,0,0,0,0,,,,
23718251.txt,0,0,0,0,0,0,0,0,0,0,,,,
23720738.txt,0,0,0,0,0,0,0,0,0,0,,,,
23720959.txt,0,0,0,0,0,0,0,0,0,0,,,,
23721509.txt,0,0,0,0,0,0,0,0,0,0,,,,
23722853.txt,0,0,0,0,0,0,0,0,0,0,,,,
23724322.txt,0,0,0,0,0,1,0,1,0,1,,,,
23728164.txt,0,0,0,0,0,0,0,0,0,0,,,,
23729888.txt,0,0,0,0,0,0,0,0,0,0,,,,
23730413.txt,0,0,0,0,0,0,0,0,0,0,,,,
2373190.txt,0,0,0,0,0,0,0,0,0,0,,,,
23733868.txt,0,0,0,0,0,0,0,0,0,0,,,,
23735749.txt,0,0,0,0,0,0,0,0,0,0,,,,
23737434.txt,0,0,0,0,0,0,0,0,0,0,,,,
23739808.txt,0,0,0,0,0,0,0,0,0,0,,,,
23741484.txt,0,0,0,0,0,0,0,0,0,0,,,,
23744512.txt,0,0,0,0,0,0,0,0,0,0,,,,
23746201.txt,0,0,0,0,0,0,0,0,0,0,,,,
23746244.txt,1,1,1,1,1,1,1,1,1,1,,,,
23747716.txt,0,0,0,0,0,0,0,0,0,0,,,,
23748217.txt,0,0,0,0,0,0,0,0,0,0,,,,
23749064.txt,0,0,0,0,0,0,0,0,0,0,,,,
23757291.txt,0,0,0,0,0,0,0,0,0,0,,,,
23757898.txt,0,0,0,0,0,0,0,0,0,0,,,,
23758061.txt,0,0,0,0,0,0,0,0,0,0,,,,
23760533.txt,0,0,0,0,0,0,0,1,1,1,,,,
23764401.txt,0,0,0,0,0,0,0,0,0,0,,,,
23765259.txt,0,0,0,0,0,0,0,0,0,0,,,,
23768487.txt,0,0,0,0,0,0,0,0,0,0,,,,
23770897.txt,0,0,0,0,0,0,0,0,0,0,,,,
23771610.txt,0,0,0,0,0,0,0,0,0,0,,,,
23772391.txt,0,0,0,0,0,0,0,0,0,0,,,,
23774504.txt,0,0,0,0,0,0,0,0,0,0,,,,
23774862.txt,0,0,0,0,0,0,0,0,0,0,,,,
23776165.txt,0,0,0,0,0,0,0,0,0,0,,,,
23778614.txt,0,0,0,0,0,0,0,0,0,0,,,,
23780496.txt,0,0,0,0,0,0,0,0,0,0,,,,
23781640.txt,0,0,0,0,0,0,0,0,0,0,,,,
23783078.txt,0,0,0,0,0,0,0,0,0,0,,,,
23785119.txt,0,0,0,0,0,0,0,0,0,0,,,,
23785123.txt,0,0,0,0,0,0,0,0,0,0,,,,
23786712.txt,0,0,0,0,0,0,0,0,0,0,,,,
23787054.txt,0,0,0,0,0,0,0,0,0,0,,,,
23789786.txt,0,0,0,0,0,0,0,0,0,0,,,,
23792354.txt,0,0,0,0,0,0,0,0,0,0,,,,
23797666.txt,0,0,0,0,0,0,0,0,0,0,,,,
23799955.txt,0,0,0,0,0,0,0,0,0,0,,,,
23800256.txt,0,0,0,0,0,0,0,0,0,0,,,,
23800371.txt,0,0,0,0,0,0,0,0,0,0,,,,
23800654.txt,0,0,0,0,0,0,0,0,0,0,,,,
23801863.txt,0,0,0,0,0,0,0,0,0,0,,,,
23802119.txt,0,0,0,0,0,0,0,0,0,0,,,,
23802434.txt,0,0,0,0,0,0,0,0,0,0,,,,
23802869.txt,0,0,0,0,0,0,0,0,0,0,,,,
23804381.txt,0,0,0,0,0,0,0,0,0,0,,,,
23805543.txt,0,0,0,0,0,0,0,0,0,0,,,,
23805866.txt,0,0,0,0,0,0,0,0,0,0,,,,
23806291.txt,0,0,0,0,0,0,0,0,0,0,,,,
23807119.txt,0,0,0,0,0,0,0,0,0,0,,,,
23808782.txt,0,0,0,0,0,0,0,0,0,0,,,,
23809633.txt,0,0,0,0,0,0,0,0,0,0,,,,
23817059.txt,0,0,0,0,0,0,0,0,0,0,,,,
23817141.txt,0,0,0,0,0,0,0,0,0,0,,,,
23817413.txt,0,0,0,0,0,0,0,0,0,0,,,,
23818011.txt,0,0,0,0,0,0,0,0,0,0,,,,
23819423.txt,0,0,0,0,0,0,0,0,0,0,,,,
23819923.txt,0,0,0,0,0,0,0,0,0,0,,,,
23820493.txt,0,0,0,0,0,0,0,0,0,0,,,,
23822699.txt,0,0,0,0,0,0,0,0,0,0,,,,
23832199.txt,0,0,0,0,0,0,0,0,0,0,,,,
23833565.txt,0,0,0,0,0,0,0,0,0,0,,,,
23834469.txt,0,0,0,0,0,0,0,0,0,0,,,,
23836537.txt,0,0,0,0,0,0,0,0,0,0,,,,
23836560.txt,0,0,0,0,0,0,0,0,0,0,,,,
23838045.txt,0,0,0,0,0,0,0,0,0,0,,,,
23844515.txt,0,0,0,0,0,0,0,0,0,0,,,,
23845975.txt,0,0,0,0,0,0,0,0,0,0,,,,
23849861.txt,0,0,0,0,0,0,0,0,0,0,,,,
23851099.txt,0,0,0,0,0,0,0,0,0,0,,,,
23853587.txt,0,0,0,0,0,0,0,0,0,0,,,,
23856783.txt,0,0,0,0,0,0,0,0,0,0,,,,
23856919.txt,0,0,0,0,0,0,0,0,0,0,,,,
23861819.txt,0,0,0,0,0,0,0,0,0,0,,,,
23861844.txt,0,0,0,0,0,0,0,0,0,0,,,,
23864032.txt,0,0,0,0,0,0,0,0,0,0,,,,
2386418.txt,0,0,0,0,0,0,0,0,0,0,,,,
23865430.txt,0,0,0,0,0,0,0,0,0,0,,,,
23867651.txt,0,0,0,0,0,0,0,0,0,0,,,,
23867748.txt,0,0,0,0,0,0,0,0,0,0,,,,
23867927.txt,0,0,0,0,0,0,0,0,0,0,,,,
23868329.txt,0,0,0,0,0,0,0,0,0,0,,,,
23870163.txt,0,0,0,0,0,0,0,0,0,0,,,,
23870306.txt,0,0,0,0,0,0,0,0,0,0,,,,
23874157.txt,0,0,0,0,0,0,0,0,0,0,,,,
23874793.txt,0,0,0,0,0,0,0,0,0,0,,,,
23874940.txt,0,0,0,0,0,0,0,0,0,0,,,,
23875675.txt,0,0,0,0,0,0,0,0,0,0,,,,
2387623.txt,0,0,0,0,0,0,0,0,0,0,,,,
23876385.txt,0,0,0,0,0,0,0,0,0,0,,,,
23876429.txt,0,0,0,0,0,0,0,0,0,0,,,,
23876807.txt,0,0,0,0,0,0,0,0,0,0,,,,
23876930.txt,0,0,0,0,0,0,0,0,0,0,,,,
23877312.txt,0,0,0,0,0,0,0,0,0,0,,,,
2387953.txt,0,0,0,0,0,0,0,0,0,0,,,,
23879620.txt,0,0,0,0,0,0,0,0,0,0,,,,
23880093.txt,0,0,0,0,0,0,0,0,0,0,,,,
23882159.txt,0,0,0,0,0,0,0,0,0,0,,,,
23885215.txt,0,0,0,0,0,0,0,0,0,0,,,,
23886069.txt,0,0,0,0,0,0,0,0,0,0,,,,
23886976.txt,0,0,0,0,0,0,0,0,0,0,,,,
23887233.txt,0,0,0,0,0,0,0,0,0,0,,,,
23892028.txt,0,0,0,0,0,0,0,0,0,0,,,,
23892470.txt,0,0,0,0,0,0,0,0,0,0,,,,
23892865.txt,0,0,0,0,0,0,0,0,0,0,,,,
23893082.txt,0,0,0,0,0,0,0,0,0,0,,,,
23896440.txt,0,0,0,0,0,0,0,0,0,0,,,,
23897119.txt,0,0,0,0,0,0,0,0,0,0,,,,
23897249.txt,0,0,0,0,0,0,0,0,0,0,,,,
23898326.txt,0,0,0,0,0,0,0,0,0,0,,,,
23901237.txt,0,0,0,0,0,0,0,0,0,0,,,,
23902681.txt,0,0,0,0,0,0,0,0,0,0,,,,
23906247.txt,0,0,0,0,0,0,0,0,0,0,,,,
23908045.txt,0,0,0,0,0,0,0,0,0,0,,,,
23908046.txt,0,0,0,0,0,0,0,0,0,0,,,,
23911587.txt,0,0,0,0,0,0,0,0,0,0,,,,
23911739.txt,0,0,0,0,0,0,0,0,0,0,,,,
23913099.txt,0,0,0,0,0,0,0,0,0,0,,,,
23917490.txt,0,0,0,0,0,0,0,0,0,0,,,,
23918375.txt,0,0,0,0,0,0,0,0,0,0,,,,
23918568.txt,0,0,0,0,0,0,0,0,0,0,,,,
23918783.txt,0,0,0,0,0,0,0,0,0,0,,,,
23919754.txt,0,0,0,0,0,0,0,0,0,0,,,,
23919758.txt,0,0,0,0,0,0,0,0,0,0,,,,
23921277.txt,0,0,0,0,0,0,0,0,0,0,,,,
23922371.txt,0,0,0,0,0,0,0,0,0,0,,,,
23922979.txt,0,0,0,0,0,0,0,0,0,0,,,,
23924696.txt,0,0,0,0,0,0,0,0,0,0,,,,
23926101.txt,0,0,0,0,0,0,0,0,0,0,,,,
23927962.txt,0,0,0,0,0,0,0,0,0,0,,,,
23932985.txt,0,0,0,0,0,0,0,0,0,0,,,,
23933175.txt,0,0,0,0,0,0,0,0,0,0,,,,
23933744.txt,0,0,0,0,0,0,0,0,0,0,,,,
23934065.txt,0,0,0,0,0,0,0,0,0,0,,,,
23937411.txt,0,0,0,0,0,0,0,0,0,0,,,,
23938029.txt,0,0,0,0,0,0,0,0,0,0,,,,
23943762.txt,0,0,0,0,0,0,0,0,0,0,,,,
23943797.txt,0,0,0,0,0,0,0,0,0,0,,,,
23944736.txt,0,0,0,0,0,0,0,0,0,0,,,,
23945037.txt,0,0,0,0,0,0,0,0,0,0,,,,
23946889.txt,0,0,0,0,0,0,0,0,0,0,,,,
23952012.txt,0,0,0,0,0,0,0,0,0,0,,,,
23952479.txt,0,0,0,0,0,0,0,0,0,0,,,,
23953287.txt,0,0,0,0,0,0,0,0,0,0,,,,
23957408.txt,0,0,0,0,0,0,0,0,0,0,,,,
23957734.txt,0,0,0,0,0,0,0,0,0,0,,,,
23958153.txt,0,0,0,0,0,0,0,0,0,0,,,,
23959765.txt,0,0,0,0,0,0,0,0,0,0,,,,
23960190.txt,0,0,0,0,0,0,0,0,0,0,,,,
23964119.txt,0,0,0,0,0,0,0,0,0,0,,,,
23965921.txt,0,0,0,0,0,0,0,0,0,0,,,,
23967122.txt,0,0,0,0,0,0,0,0,0,0,,,,
23967147.txt,0,0,0,0,0,0,0,0,0,0,,,,
23967669.txt,0,0,0,0,0,0,0,0,0,0,,,,
23971531.txt,0,0,0,0,0,0,0,0,0,0,,,,
23971922.txt,0,0,0,0,0,0,0,0,0,0,,,,
23973845.txt,0,0,0,0,0,0,0,0,0,0,,,,
23973919.txt,0,0,0,0,0,0,0,0,0,0,,,,
23977125.txt,0,0,0,0,0,0,1,0,0,0,,,,
23978566.txt,0,0,0,0,0,0,0,0,0,0,,,,
23979760.txt,0,0,0,0,0,0,0,0,0,0,,,,
23980689.txt,0,0,0,0,0,0,0,0,0,0,,,,
23981856.txt,0,0,0,0,0,0,0,0,0,0,,,,
23983106.txt,0,0,0,0,0,0,0,0,0,0,,,,
23984642.txt,0,0,0,0,0,0,0,0,0,0,,,,
23987523.txt,0,0,0,0,0,0,0,0,0,0,,,,
23988123.txt,0,0,0,0,0,0,0,0,0,0,,,,
23989051.txt,0,0,0,0,0,0,0,0,0,0,,,,
23989161.txt,0,0,0,0,0,0,0,0,0,0,,,,
23989162.txt,0,0,0,0,0,0,0,0,0,0,,,,
23991415.txt,0,0,0,0,0,0,0,0,0,0,,,,
23991893.txt,0,0,0,0,0,0,0,0,0,0,,,,
23992406.txt,0,0,0,0,0,0,0,0,0,0,,,,
23992486.txt,0,0,0,0,0,0,0,0,0,0,,,,
23992535.txt,0,0,0,0,0,0,0,0,0,0,,,,
23993112.txt,0,0,0,0,0,0,0,0,0,0,,,,
23999314.txt,0,0,0,0,0,0,0,0,0,0,,,,
23999704.txt,0,0,0,0,0,0,0,0,0,0,,,,
24001903.txt,0,0,0,0,0,0,0,0,0,0,,,,
24002979.txt,0,0,0,0,0,0,0,0,0,0,,,,
24003162.txt,0,0,0,0,0,0,0,0,0,0,,,,
24004065.txt,0,0,0,0,0,0,0,0,0,0,,,,
24005149.txt,0,0,0,0,0,0,0,0,0,0,,,,
24007310.txt,0,0,0,0,0,0,0,0,0,0,,,,
24008382.txt,0,0,0,0,0,0,0,0,0,0,,,,
24009709.txt,0,0,0,0,0,0,0,0,0,0,,,,
24010568.txt,0,0,0,0,0,0,0,0,0,0,,,,
24012568.txt,0,0,0,0,0,0,0,0,0,0,,,,
24012601.txt,0,0,0,0,0,0,0,0,0,0,,,,
24014049.txt,0,0,0,0,0,0,0,0,0,0,,,,
24019523.txt,0,0,0,0,0,0,0,0,0,0,,,,
24022021.txt,0,0,0,0,0,0,0,1,1,1,,,,
24023545.txt,0,0,0,0,0,0,0,0,0,0,,,,
24023770.txt,0,0,0,0,0,0,0,0,0,0,,,,
24025426.txt,0,0,0,0,0,0,0,0,0,0,,,,
24028560.txt,0,0,0,0,0,1,1,1,0,1,,,,
24029018.txt,0,0,0,0,0,0,0,0,0,0,,,,
24029591.txt,0,0,0,0,0,0,0,0,0,0,,,,
24031514.txt,0,0,0,0,0,0,0,0,0,0,,,,
24034934.txt,0,0,0,0,0,0,0,0,0,0,,,,
2403574.txt,0,0,0,0,0,0,0,0,0,0,,,,
24036262.txt,0,0,0,0,0,0,0,0,0,0,,,,
24038093.txt,0,0,0,0,0,0,0,0,0,0,,,,
24039759.txt,0,0,0,0,0,0,0,0,0,0,,,,
24039830.txt,0,0,0,0,0,0,0,0,0,0,,,,
24040002.txt,0,0,0,0,0,0,0,0,0,0,,,,
24040220.txt,0,0,0,0,0,0,0,0,0,0,,,,
24041904.txt,0,0,0,0,0,0,0,0,0,0,,,,
24042113.txt,0,0,0,0,0,0,0,0,0,0,,,,
24043776.txt,0,0,0,0,0,0,0,0,0,0,,,,
24051190.txt,0,0,0,0,0,0,0,0,0,0,,,,
24052059.txt,0,0,0,0,0,0,0,0,0,0,,,,
24053654.txt,0,0,0,0,0,0,0,0,0,0,,,,
24054722.txt,0,0,0,0,0,0,0,0,0,0,,,,
24055875.txt,0,0,0,0,0,0,0,0,0,0,,,,
24060988.txt,0,0,0,0,0,0,0,0,0,0,,,,
24061949.txt,0,0,0,0,0,0,0,0,0,0,,,,
24062196.txt,0,0,0,0,0,0,0,0,0,0,,,,
24063616.txt,0,0,0,0,0,0,0,0,0,0,,,,
24064214.txt,0,0,0,0,0,0,0,0,0,0,,,,
2406564.txt,0,0,0,0,0,0,0,0,0,0,,,,
24068008.txt,0,0,0,0,0,0,0,0,0,0,,,,
24069844.txt,0,0,0,0,0,0,0,0,0,0,,,,
24073624.txt,0,0,0,0,0,0,0,0,0,0,,,,
24076636.txt,0,0,0,0,0,0,0,0,0,0,,,,
24077099.txt,0,0,0,0,0,0,0,0,0,0,,,,
24078129.txt,0,0,0,0,0,0,0,0,0,0,,,,
24083807.txt,0,0,0,0,0,0,0,0,0,0,,,,
24085047.txt,0,0,0,0,0,0,0,0,0,0,,,,
24086767.txt,0,0,0,0,0,0,0,0,0,0,,,,
24089657.txt,0,0,0,0,0,0,0,0,0,0,,,,
24093602.txt,0,0,0,0,0,0,0,0,0,0,,,,
24093783.txt,0,0,0,0,0,0,0,0,0,0,,,,
24093966.txt,0,0,0,0,0,0,0,0,0,0,,,,
24095211.txt,0,0,0,0,0,0,0,0,0,0,,,,
24095867.txt,0,0,0,0,0,0,0,0,0,0,,,,
24097894.txt,0,0,0,0,0,0,0,0,0,0,,,,
24098632.txt,0,0,0,0,0,0,0,0,0,0,,,,
24099107.txt,0,0,0,0,0,0,0,0,0,0,,,,
24099650.txt,0,0,0,0,0,0,0,0,0,0,,,,
24099792.txt,0,0,0,0,0,0,0,0,0,0,,,,
24100027.txt,0,0,0,0,0,0,0,0,0,0,,,,
24100558.txt,0,0,0,0,0,0,0,0,0,0,,,,
24100572.txt,0,0,0,0,0,0,0,0,0,0,,,,
24100577.txt,0,0,0,0,0,0,0,0,0,0,,,,
24101243.txt,0,0,0,0,0,0,0,0,0,0,,,,
24105386.txt,0,0,0,0,0,0,0,0,0,0,,,,
24106106.txt,0,0,0,0,0,0,0,0,0,0,,,,
24111836.txt,0,0,0,0,0,0,0,0,0,0,,,,
24112046.txt,0,0,0,0,0,0,0,0,0,0,,,,
24114306.txt,0,0,0,0,0,0,0,0,0,0,,,,
24114531.txt,0,0,0,0,0,0,0,0,0,0,,,,
24118337.txt,0,0,0,0,0,0,0,0,0,0,,,,
24118514.txt,0,0,0,0,0,0,0,0,0,0,,,,
24119232.txt,0,0,0,0,0,0,0,0,0,0,,,,
24121549.txt,0,0,0,0,0,0,0,0,0,0,,,,
24121559.txt,0,0,0,0,0,0,0,0,0,0,,,,
24123188.txt,0,0,0,0,0,0,0,0,0,0,,,,
24124444.txt,0,0,0,0,0,0,0,0,0,0,,,,
24124542.txt,0,0,0,0,0,0,0,0,0,0,,,,
24127068.txt,0,0,0,0,0,0,0,0,0,0,,,,
24127555.txt,0,0,0,0,0,0,0,0,0,0,,,,
24127899.txt,0,0,0,0,0,0,0,0,0,0,,,,
24129150.txt,0,0,0,0,0,0,0,0,0,0,,,,
24136651.txt,0,0,0,0,0,0,0,0,0,0,,,,
24136789.txt,0,0,0,0,0,0,0,0,0,0,,,,
24138068.txt,0,0,0,0,0,0,0,0,0,0,,,,
24139401.txt,0,0,0,0,0,0,0,1,0,0,,,,
24140557.txt,0,0,0,0,0,0,0,0,0,0,,,,
24140681.txt,0,0,0,0,0,0,0,0,0,0,,,,
24143978.txt,0,0,0,0,0,0,0,0,0,0,,,,
24147174.txt,0,0,0,0,0,0,0,0,0,0,,,,
24147993.txt,0,0,0,0,0,0,0,0,0,0,,,,
24148970.txt,0,0,0,0,0,0,0,0,0,0,,,,
2415458.txt,0,0,0,0,0,0,0,0,0,0,,,,
24155331.txt,0,0,0,0,0,0,0,0,0,0,,,,
24155895.txt,0,0,0,0,0,0,0,0,0,0,,,,
24158946.txt,0,0,0,0,0,0,0,0,0,0,,,,
24163336.txt,0,0,0,0,0,0,0,0,0,0,,,,
24163408.txt,0,0,0,0,0,0,0,0,0,0,,,,
24163418.txt,0,0,0,0,0,0,0,0,0,0,,,,
24164480.txt,0,0,0,0,0,0,0,0,0,0,,,,
24164497.txt,0,0,0,0,0,0,0,0,0,0,,,,
24165124.txt,0,0,0,0,0,0,0,0,0,0,,,,
24168088.txt,0,0,0,0,0,0,0,0,0,0,,,,
24168516.txt,0,0,0,0,0,0,0,0,0,0,,,,
24176308.txt,0,0,0,0,0,0,0,0,0,0,,,,
24179706.txt,0,0,0,0,0,0,0,0,0,0,,,,
24180409.txt,0,0,0,0,0,0,0,0,0,0,,,,
24189459.txt,0,0,0,0,0,0,0,0,0,0,,,,
24189653.txt,0,0,0,0,0,0,0,0,0,0,,,,
24190343.txt,0,0,0,0,0,0,0,0,0,0,,,,
24190978.txt,0,0,0,0,0,0,0,0,0,0,,,,
24195373.txt,0,0,0,0,0,0,0,0,0,0,,,,
24196432.txt,1,1,1,1,1,1,1,1,1,1,,,,
24198526.txt,0,0,0,0,0,0,0,0,0,0,,,,
24199201.txt,0,0,0,0,0,0,0,0,0,0,,,,
24201302.txt,0,0,0,0,0,0,0,0,0,0,,,,
24203440.txt,0,0,0,0,0,0,0,0,0,0,,,,
24203443.txt,0,0,0,0,0,0,0,0,0,0,,,,
24203843.txt,0,0,0,0,0,0,0,0,0,0,,,,
24204196.txt,0,0,0,0,0,0,0,0,0,0,,,,
24204327.txt,0,0,0,0,0,0,0,0,0,0,,,,
24206062.txt,0,0,0,0,0,0,0,0,0,0,,,,
24206194.txt,0,0,0,0,0,0,0,0,0,0,,,,
24210546.txt,0,0,0,0,0,0,0,0,0,0,,,,
24213101.txt,0,0,0,0,0,0,0,0,0,0,,,,
24218597.txt,0,0,0,0,0,0,0,0,0,0,,,,
24219331.txt,0,0,0,0,0,0,0,0,0,0,,,,
24219429.txt,0,0,0,0,0,0,0,0,0,0,,,,
24220501.txt,0,0,0,0,0,0,0,0,0,0,,,,
24222437.txt,0,0,0,0,0,0,0,0,0,0,,,,
24224769.txt,0,0,0,0,0,0,0,0,0,0,,,,
24232418.txt,0,0,0,0,0,0,0,0,0,0,,,,
24236732.txt,0,0,0,0,0,0,0,0,0,0,,,,
24239704.txt,0,0,0,0,0,0,0,0,0,0,,,,
24239819.txt,0,0,0,0,0,0,0,0,0,0,,,,
24242246.txt,0,0,0,0,0,0,0,0,0,0,,,,
24243287.txt,0,0,0,0,0,0,0,0,0,0,,,,
24244012.txt,0,0,0,0,0,0,0,0,0,0,,,,
24244014.txt,0,0,0,0,0,0,0,0,0,0,,,,
24244424.txt,0,0,0,0,0,0,0,0,0,0,,,,
24244437.txt,0,0,0,0,0,0,0,0,0,0,,,,
24244609.txt,0,0,0,0,0,0,0,0,0,0,,,,
24245827.txt,0,0,0,0,0,0,0,0,0,0,,,,
24245945.txt,0,0,0,0,0,0,0,0,0,0,,,,
24246674.txt,0,0,0,0,0,0,0,0,0,0,,,,
24246976.txt,0,0,0,0,0,0,0,0,0,0,,,,
24247125.txt,0,0,0,0,0,0,0,0,0,0,,,,
24247289.txt,0,0,0,0,0,0,0,0,0,0,,,,
24248359.txt,1,0,0,0,0,1,0,0,0,1,,,,
24251551.txt,0,0,0,0,0,0,0,0,0,0,,,,
24252326.txt,0,0,0,0,0,0,0,0,0,0,,,,
24253427.txt,0,0,0,0,0,0,0,0,0,0,,,,
24255734.txt,0,0,0,0,0,0,0,0,0,0,,,,
24259557.txt,0,0,0,0,0,0,0,0,0,0,,,,
24260366.txt,0,0,0,0,0,0,0,0,0,0,,,,
24260378.txt,0,0,0,0,0,0,0,0,0,0,,,,
24261638.txt,0,0,0,0,0,0,0,0,0,0,,,,
24267564.txt,0,0,0,0,0,0,0,0,0,0,,,,
24268109.txt,0,0,0,0,0,0,0,0,0,0,,,,
24271169.txt,0,0,0,0,0,0,0,0,0,0,,,,
24274221.txt,0,0,0,0,0,0,0,0,0,0,,,,
24278316.txt,0,0,0,0,0,0,0,0,0,0,,,,
24282304.txt,0,0,0,0,0,0,0,0,0,0,,,,
24282366.txt,0,0,0,0,0,0,0,0,0,0,,,,
24283924.txt,0,0,0,0,0,0,0,0,0,0,,,,
24287649.txt,0,0,0,0,0,0,0,0,0,0,,,,
24290141.txt,0,0,0,0,0,0,0,0,0,0,,,,
2429433.txt,0,0,0,0,0,0,0,0,0,0,,,,
24296244.txt,0,0,0,0,0,0,0,0,0,0,,,,
24298898.txt,0,0,0,0,0,0,0,0,0,0,,,,
24298899.txt,0,0,0,0,0,0,0,0,0,0,,,,
24299860.txt,0,0,0,0,0,0,0,0,0,0,,,,
24302698.txt,0,0,0,0,0,0,0,0,0,0,,,,
24304098.txt,0,0,0,0,0,0,0,0,0,0,,,,
24308511.txt,0,0,0,0,0,0,0,0,0,0,,,,
24312811.txt,0,0,0,0,0,0,0,0,0,0,,,,
24315210.txt,0,0,0,0,0,0,0,0,0,0,,,,
24315874.txt,0,0,0,0,0,0,0,0,0,0,,,,
24316830.txt,0,0,0,0,0,0,0,0,0,0,,,,
24317039.txt,0,0,0,0,0,0,0,0,0,0,,,,
24317397.txt,0,0,0,0,0,0,0,0,0,0,,,,
24319171.txt,0,0,0,0,0,0,0,0,0,0,,,,
24324615.txt,0,0,0,0,0,0,0,0,0,0,,,,
24324806.txt,0,0,0,0,0,0,0,0,0,0,,,,
24325366.txt,1,1,1,1,1,1,1,1,1,1,,,,
24327212.txt,0,0,0,0,0,0,0,0,0,0,,,,
24327945.txt,0,0,0,0,0,0,0,0,0,0,,,,
24330586.txt,0,0,0,0,0,0,0,0,0,0,,,,
24331236.txt,0,0,0,0,0,0,0,0,0,0,,,,
24331724.txt,0,0,0,0,0,0,0,0,0,0,,,,
24331790.txt,0,0,0,0,0,0,0,0,0,0,,,,
2433580.txt,0,0,0,0,0,0,0,0,0,0,,,,
24336024.txt,0,0,0,0,0,0,0,0,0,0,,,,
24338350.txt,0,0,0,0,0,0,0,0,0,0,,,,
24338806.txt,0,0,0,0,0,0,0,0,0,0,,,,
24338917.txt,0,0,0,0,0,0,0,0,0,0,,,,
24342348.txt,0,0,0,0,0,0,0,0,0,0,,,,
24345702.txt,0,0,0,0,0,0,0,0,0,0,,,,
24349432.txt,0,0,0,0,0,0,0,0,0,0,,,,
24349820.txt,0,0,0,0,0,0,0,0,0,0,,,,
24352581.txt,0,0,0,0,0,0,0,0,0,0,,,,
24352892.txt,0,0,0,0,0,0,0,0,0,0,,,,
24355776.txt,0,0,0,0,0,0,0,0,0,0,,,,
24356452.txt,0,0,0,0,0,0,0,0,0,0,,,,
24357647.txt,0,0,0,0,0,0,0,0,0,0,,,,
24359963.txt,0,0,0,0,0,0,0,0,0,0,,,,
24362032.txt,0,0,0,0,0,0,0,0,0,0,,,,
24364868.txt,0,0,0,0,0,0,0,0,0,0,,,,
24365518.txt,0,0,0,0,0,0,0,0,0,0,,,,
24369425.txt,0,0,0,0,0,0,0,0,0,0,,,,
24371140.txt,0,0,0,0,0,0,0,0,0,0,,,,
24372339.txt,0,0,0,0,0,0,0,0,0,0,,,,
24373249.txt,0,0,0,0,0,0,0,0,0,0,,,,
24373401.txt,0,0,0,0,0,0,0,0,0,0,,,,
24374041.txt,0,0,0,0,0,0,0,0,0,0,,,,
24374770.txt,0,0,0,0,0,0,0,0,0,0,,,,
24376840.txt,0,0,0,0,0,1,1,0,0,0,,,,
24376899.txt,0,0,0,0,0,0,0,0,0,0,,,,
24378293.txt,0,0,0,0,0,0,0,0,0,0,,,,
24378326.txt,0,0,0,0,0,0,0,0,0,0,,,,
24378596.txt,0,0,0,0,0,0,0,0,0,0,,,,
24379243.txt,0,0,0,0,0,0,0,0,0,0,,,,
24379290.txt,0,0,0,0,0,0,0,0,0,0,,,,
24381265.txt,0,0,0,0,0,0,0,0,0,0,,,,
24383355.txt,0,0,0,0,0,0,0,0,0,0,,,,
24383460.txt,0,0,0,0,0,0,0,0,0,0,,,,
24384536.txt,0,0,0,0,0,0,0,0,0,0,,,,
24388758.txt,0,0,0,0,0,0,0,0,0,0,,,,
24389689.txt,0,0,0,0,0,0,0,0,0,0,,,,
24391492.txt,0,0,0,0,0,0,0,0,0,0,,,,
24394545.txt,0,0,0,0,0,0,0,0,0,0,,,,
24395385.txt,0,0,0,0,0,0,0,0,0,0,,,,
24395919.txt,0,0,0,0,0,0,0,0,0,0,,,,
24396625.txt,0,0,0,0,0,0,0,0,0,0,,,,
24397332.txt,0,0,0,0,0,0,0,0,0,0,,,,
24397470.txt,0,0,0,0,0,0,0,0,0,0,,,,
24398145.txt,0,0,0,0,0,0,0,0,0,0,,,,
24398682.txt,0,0,0,0,0,0,0,0,0,0,,,,
24399241.txt,0,0,0,0,0,0,0,0,0,0,,,,
24399366.txt,0,0,0,0,0,0,0,0,0,0,,,,
24400427.txt,0,0,0,0,0,0,0,0,0,0,,,,
24400918.txt,0,0,0,0,0,0,0,0,0,0,,,,
24401906.txt,0,0,0,0,0,0,0,0,0,0,,,,
24402311.txt,0,0,0,0,0,0,0,0,0,0,,,,
24403560.txt,0,0,0,0,0,0,0,0,0,0,,,,
24404767.txt,0,0,0,0,0,0,0,0,0,0,,,,
24405763.txt,0,0,0,0,0,0,0,0,0,0,,,,
24412610.txt,0,0,0,0,0,0,0,0,0,0,,,,
24412617.txt,0,0,0,0,0,0,0,0,0,0,,,,
24412906.txt,0,0,0,0,0,0,0,0,0,0,,,,
24412962.txt,0,0,0,0,0,0,0,0,0,0,,,,
24413734.txt,0,0,0,0,0,0,0,0,0,0,,,,
24419616.txt,0,0,0,0,0,0,0,0,0,0,,,,
24419630.txt,0,0,0,0,0,0,0,0,0,0,,,,
24421315.txt,0,0,0,0,0,0,0,0,0,0,,,,
24421405.txt,0,0,0,0,0,0,0,0,0,0,,,,
24421821.txt,0,0,0,0,0,0,0,0,0,0,,,,
24422013.txt,0,0,0,0,0,0,0,0,0,0,,,,
