ENSID,Symbol,Pubmed_IDs,Mammal,Parasite,Physical Interaction,Association,Knockout,Overexpression,Expression Change
ENSG00000164342,TLR3,23690399,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000260040,KEL,21149594,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000136826,KLF4,20454664,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000087460,GNAS,18951142*23962387,human,P.vivax*P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000079739,PGM1,2936261,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000143727,ACP1,11748814*20805743,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000022840,RNF10,21149606,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000181092,ADIPOQ,15562381,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000038945,MSR1,9840609*22510838,mouse,P.berghei*P.yoelii,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000164867,NOS3,20117248*23818850*19364839,mouse*human,P.falciparum*P.berghei,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000123901,GPR83,22544931,mouse,P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000088888,MAVS,27793594*24362933*24474800,mouse,P.berghei*P.yoelii,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000109971,HSPA8,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000120156,TEK,22343839*21209923*21423010,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000138207,RBP4,25411038*1283805,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000016402,IL20RA,23614351,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000118503,TNFAIP3,25091627,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000165168,CYBB,15181570*11510994,human*mouse,P.falciparum*P.berghei,FALSE,TRUE,TRUE,FALSE,FALSE
ENSG00000163932,PRKCD,1266825,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000118508,RAB32,22911692,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000166947,EPB42,21744020*20799346*21149594,human*mouse,P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000167419,LPO,7804719*2698856*10391138*1316884,mouse*macaque*mastomys,P.knowlesi*P.berghei*P.vinckei*P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000184371,CSF1,27923070*22554058*9157583,human*mouse,P.vivax*P.falciparum*P.chabaudi,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000109805,NCAPG,21652718,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000175899,A2M,7947233,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000177663,IL17RA,26667835,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000112984,KIF20A,21652718,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000170185,USP38,25805752,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000139684,ESD,21744020*12937753,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000063854,HAGH,21149594,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000133805,AMPD3,27465915,mouse,P.chabaudi,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000115365,LANCL1,15811525,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000168229,PTGDR,21949811,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000115415,STAT1,17200144*18954557*24474800*21149594,mouse,P.berghei*P.yoelii,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000114948,ADAM23,26499384,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000133028,SCO1,22949651*19465909,human*mouse,P.falciparum*P.chabaudi,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000126456,IRF3,21820332*27793594*24362933*24703850,mouse,P.berghei*P.yoelii,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000134318,ROCK2,25889165,human,P.vivax,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000143106,PSMA5,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000011028,MRC2,22510838,mouse,P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000197249,SERPINA1,1283805,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000169255,B3GALNT1,26416757*25954012,human,P.falciparum,FALSE,TRUE,TRUE,FALSE,FALSE
ENSG00000095970,TREM2,24218563*18365019,mouse,P.berghei,FALSE,TRUE,TRUE,FALSE,TRUE
ENSG00000100906,NFKBIA,15611273*20540970*9356483*10377411*16938294*10486254*10381628(non-specific KO),mouse*cow,hemozoin*T.parva,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000076641,PAG1,12411311,cow,T.parva,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000122643,NT5C3A,14709814*15133268,dog,B.gibsoni,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000101384,JAG1,16524753,cow,T.parva,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000166851,PLK1,20927361,cow,T.annulata,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000101966,XIAP,12874209,cow,T.parva,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000104825,NFKBIB,9356483,cow,T.parva,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000103653,CSK,12411311,cow,T.parva,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000067900,ROCK1,21124992,cow,T.annulata*T.parva,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000105220,GPI,3795142*3795141,cow,B.bigemina,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000137710,RDX,24086576,cow,T.annulata,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000140543,DET1,23637592,cow,T.annulata,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000171522,PTGER4,25690101,cow,T.annulata,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000143384,MCL1,15580287*15979941,cow,T.parva,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000147065,MSN,24086576,cow,T.annulata,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000103769,RAB11A,17388783,mouse,T.annulata,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000101266,CSNK2A1,16281991*8467809*9211502,cow,T.annulata*T.parva,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000110244,APOA4,24885808,dog,B.bovis,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000109670,FBXW7,25624101,cow,T.annulata,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000213341,CHUK,12411708,cow,T.annulata*T.parva,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000135679,MDM2,22981919,cow,T.parva,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000120885,CLU,24885808,dog,B.bovis,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000111716,LDHB,27051577*3970435*9780825*7194548*24656155*12675895*25136591*3795142*3795141*23558234,gerbil*human*sheep*cow*coyote,B.microti*B.divergens*B.ovis*B.gibsoni*B.bovis*B.bigemina,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000211445,GPX3,21481533*21301875*16901649*16195933,cow*sheep,T.annulata,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000085733,CTTN,24086576,cow,T.annulata,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000138185,ENTPD1, 23777319*22475775,dog,Rangelia vitalii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000003402,CFLAR,12874209,cow,T.parva,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000175535,PNLIP,26304138*27755775,dog,B.rossi,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000182578,CSF1R,19303416,cow,T.annulata,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000075624,ACTB,25017964*9103233,human*cow,hemozoin*T.annulata,TRUE,FALSE,FALSE,FALSE,TRUE
ENSG00000101367,MAPRE1,23675298,cow,T.annulata,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000077150,NFKB2,11018447,cow,T.parva,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000156110,ADK,3795141,cow,B.bigemina*B.bovis,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000145321,GC,24885808*27033937,dog,B.canis,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000102879,CORO1A,25017964,human,hemozoin,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000196611,MMP1,21707906,human,hemozoin,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000132646,PCNA,19605894,cat,Cytauxzoon felis,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000139687,RB1,20686121,human,hemozoin,FALSE,FALSE,FALSE,FALSE,TRUE
