abstract,rahul_bacteria,anshu_bacteria,rahul_malaria,anshu_malaria
25582765.txt,0,0,0,1
25583166.txt,0,0,0,1
25584663.txt,0,1,0,1
25586556.txt,0,0,1,0
25587779.txt,0,0,0,0
25592391.txt,0,0,1,0
25592635.txt,0,0,0,0
25593982.txt,0,0,1,0
25597169.txt,0,0,0,0
25597661.txt,0,0,0,0
2560136.txt,0,0,0,0
25601739.txt,0,0,0,0
25601856.txt,0,0,0,1
25603441.txt,0,0,0,0
25604921.txt,0,0,0,0
25606196.txt,0,0,0,1
25606800.txt,0,0,1,0
25615963.txt,0,0,0,1
25615977.txt,0,0,0,1
25619294.txt,0,0,1,1
25620961.txt,0,0,0,0
25623069.txt,1,0,0,1
25634251.txt,0,0,0,0
25635238.txt,0,0,0,0
25636189.txt,0,0,0,1
25636836.txt,0,0,0,0
25638619.txt,0,0,0,0
25639109.txt,0,0,0,0
25641820.txt,0,0,0,0
25652403.txt,0,0,0,0
25652856.txt,0,0,0,1
25652865.txt,0,0,1,0
2565291.txt,0,0,0,0
25653155.txt,0,0,1,0
25657013.txt,0,0,1,0
25658600.txt,0,0,0,0
25660676.txt,0,0,0,1
25661913.txt,0,0,0,0
25662244.txt,0,0,0,0
25666226.txt,0,0,0,0
25670777.txt,0,0,0,0
25672417.txt,0,0,0,0
25679536.txt,0,0,0,0
25681176.txt,0,0,0,1
25681315.txt,0,0,0,1
25681348.txt,0,0,1,0
25683597.txt,0,0,0,1
25684199.txt,0,0,0,1
25692293.txt,0,0,0,1
25700738.txt,1,0,1,1
25701126.txt,0,0,0,0
25701387.txt,0,1,0,1
25701501.txt,0,0,0,1
25701842.txt,0,0,0,1
25707659.txt,0,0,0,1
25707694.txt,0,0,1,0
25710100.txt,0,0,0,1
25710490.txt,0,0,1,1
25711627.txt,0,0,0,0
25711758.txt,0,0,0,0
25713507.txt,0,0,0,0
25719382.txt,0,0,0,1
25720283.txt,0,0,0,1
25720398.txt,0,0,1,0
25720598.txt,0,0,0,0
25721523.txt,0,1,0,0
25722853.txt,0,0,0,0
25727314.txt,0,0,0,1
25728680.txt,1,0,1,1
25729395.txt,0,0,0,0
25731156.txt,0,0,0,0
25736815.txt,0,0,0,0
25741580.txt,0,0,1,0
25748935.txt,0,0,0,0
25749362.txt,0,0,0,0
25753121.txt,0,0,0,0
25753667.txt,0,0,0,0
25756244.txt,0,0,0,1
2575627.txt,0,0,0,1
25757034.txt,0,0,0,1
25757336.txt,0,0,0,1
25759396.txt,0,0,0,0
25760519.txt,0,0,0,1
25764161.txt,0,0,0,1
25765734.txt,0,0,0,0
25766003.txt,0,0,0,0
25767878.txt,0,0,0,0
25769074.txt,0,0,0,1
25769621.txt,0,0,0,1
25769821.txt,0,0,1,0
25770009.txt,0,0,0,0
25771109.txt,0,0,0,1
25772302.txt,0,0,0,1
25774828.txt,0,0,0,0
25775520.txt,0,0,0,0
25779037.txt,0,0,0,0
25783863.txt,0,0,0,1
25784287.txt,0,0,0,0
25787965.txt,0,0,0,0
25793864.txt,0,0,0,1
25794662.txt,0,0,1,1
25794782.txt,0,0,1,0
25794976.txt,0,0,0,0
25797311.txt,0,0,0,0
25798692.txt,0,0,0,0
25799045.txt,0,0,1,0
25799109.txt,0,0,0,0
25800051.txt,0,0,1,1
2580536.txt,0,0,0,0
25807314.txt,0,0,0,0
25808779.txt,0,0,0,0
25809238.txt,0,0,0,0
25815347.txt,0,0,0,1
25816978.txt,0,0,0,0
25817040.txt,0,0,0,0
25817585.txt,0,0,0,1
25820570.txt,0,0,0,0
25822422.txt,0,0,0,0
25825132.txt,0,0,0,0
25826085.txt,0,0,1,1
25826286.txt,0,1,1,1
25828455.txt,0,0,0,0
25830180.txt,0,0,0,0
25831014.txt,0,0,0,1
25831419.txt,0,0,0,1
25833717.txt,0,0,0,1
25833742.txt,0,0,0,1
25834501.txt,0,0,0,1
25836299.txt,0,0,0,0
25837584.txt,0,0,0,1
25837817.txt,0,0,0,1
25838297.txt,0,0,0,0
25840437.txt,0,0,1,0
25840830.txt,0,0,1,0
25841205.txt,0,0,0,0
25843683.txt,0,0,1,1
25843701.txt,0,0,1,0
25843757.txt,0,0,0,0
25845484.txt,0,1,0,0
25846139.txt,0,0,0,0
25846564.txt,0,0,0,0
25849657.txt,0,0,0,0
25849986.txt,0,0,0,0
25850012.txt,0,0,0,0
25851444.txt,0,0,0,0
25856408.txt,0,0,1,0
25857934.txt,0,0,0,0
25858952.txt,0,0,0,1
25859435.txt,0,0,0,0
25860944.txt,0,0,0,1
25863015.txt,0,0,0,1
25863955.txt,0,0,0,1
25864053.txt,0,0,0,1
25866245.txt,0,0,0,1
25866451.txt,0,0,1,0
25866631.txt,0,0,0,1
25867057.txt,0,1,0,1
25869294.txt,0,0,0,0
25874327.txt,0,0,0,0
25877879.txt,0,0,0,0
25879490.txt,0,0,0,0
25881557.txt,0,0,0,0
25882870.txt,0,0,1,1
25883092.txt,0,0,0,0
25886078.txt,0,0,0,0
25887577.txt,0,0,0,0
25888170.txt,1,0,0,0
25888309.txt,0,0,0,0
25888527.txt,0,0,0,0
25888944.txt,0,0,0,0
25889453.txt,0,0,0,1
25897078.txt,1,0,0,1
25899475.txt,0,0,0,0
25907927.txt,0,0,0,1
25909486.txt,0,0,0,0
25910247.txt,1,0,1,1
25910948.txt,0,0,0,0
25913693.txt,0,0,0,1
25914047.txt,0,0,0,1
25916415.txt,0,0,0,0
25919140.txt,0,0,1,0
25921577.txt,0,0,1,0
25921801.txt,0,0,0,1
25923541.txt,0,0,0,1
25927681.txt,0,0,0,0
25930071.txt,0,0,1,1
25933594.txt,0,0,0,0
25938594.txt,0,0,0,0
25938801.txt,0,0,0,0
25939063.txt,0,0,0,1
25941558.txt,0,0,0,1
25941598.txt,0,0,0,1
25944563.txt,0,0,0,0
25948049.txt,0,0,0,0
25948880.txt,0,1,0,0
25951835.txt,0,0,1,0
25953003.txt,0,0,0,0
25961925.txt,0,0,1,0
25963134.txt,0,0,0,0
25964091.txt,0,0,0,0
25968334.txt,0,0,1,0
25972729.txt,0,0,0,1
25976210.txt,0,0,0,0
25978355.txt,0,0,0,0
25979338.txt,1,0,0,0
25982130.txt,0,0,0,0
25984582.txt,0,0,0,0
25985991.txt,0,0,0,0
25988859.txt,0,0,0,0
25990318.txt,0,0,0,0
25992542.txt,0,1,0,1
25995449.txt,1,0,0,1
25998538.txt,1,0,1,1
25998580.txt,0,0,0,1
25999128.txt,0,0,0,1
25999243.txt,0,0,0,1
26007187.txt,0,0,0,1
26008898.txt,0,0,0,1
26009617.txt,0,0,0,1
26010544.txt,0,0,1,1
26014615.txt,0,0,0,0
26015476.txt,0,0,1,1
26020003.txt,0,0,0,1
26023232.txt,1,0,0,0
26025090.txt,0,0,0,0
26025430.txt,0,0,0,1
26029211.txt,0,0,1,1
26029217.txt,0,0,1,1
26030354.txt,0,0,0,1
26030730.txt,0,0,0,1
26031743.txt,0,0,0,0
26032048.txt,0,0,0,1
26038300.txt,0,0,1,1
26038408.txt,0,0,0,0
26038910.txt,0,0,0,0
26041265.txt,0,0,0,0
2604401.txt,0,0,0,1
26045257.txt,0,0,0,1
26046375.txt,0,0,0,1
26047714.txt,0,0,0,0
26048936.txt,0,0,0,0
26050527.txt,0,0,0,0
26052075.txt,0,0,0,0
26055414.txt,0,0,0,1
26057262.txt,0,0,0,1
26057670.txt,0,0,0,1
26058005.txt,0,0,1,1
26061967.txt,0,0,0,1
26066976.txt,0,0,1,1
26067271.txt,1,0,1,1
26068232.txt,0,0,0,0
26068646.txt,0,0,0,0
26072729.txt,0,0,0,1
26074921.txt,0,0,1,0
26075873.txt,0,0,0,1
26078271.txt,0,0,0,1
26079188.txt,0,0,0,1
26083346.txt,0,0,0,0
26086549.txt,0,0,1,0
26091168.txt,0,0,0,1
26091508.txt,0,0,0,1
26091955.txt,0,0,0,1
26095357.txt,0,0,0,1
2609703.txt,0,1,0,0
26099590.txt,1,0,1,1
26100018.txt,1,1,0,0
26103974.txt,0,0,0,1
26108691.txt,0,0,0,0
2611023.txt,0,0,0,1
2611204.txt,0,0,0,0
26112234.txt,0,1,1,0
26113237.txt,0,0,0,0
26114123.txt,0,0,1,1
26119060.txt,0,0,0,0
26119195.txt,0,0,1,1
26120785.txt,0,0,0,1
26132104.txt,0,0,0,1
26132162.txt,0,0,0,0
26135598.txt,0,0,0,1
26136378.txt,0,0,0,0
26143056.txt,0,0,0,1
26146068.txt,0,0,0,0
26146074.txt,0,0,0,0
26147311.txt,0,0,0,0
26148472.txt,0,0,0,0
26148855.txt,0,0,0,1
26148884.txt,0,0,0,0
26149110.txt,0,0,0,1
26150063.txt,0,0,0,1
26150319.txt,1,0,1,0
26150533.txt,0,1,0,1
26151160.txt,0,0,1,0
26151852.txt,0,0,0,1
26155936.txt,0,0,1,0
26157173.txt,0,0,0,0
26157422.txt,0,0,0,0
26157780.txt,0,0,0,0
26158466.txt,0,0,0,0
26161081.txt,0,0,0,0
26162078.txt,1,0,0,0
26164783.txt,0,0,0,0
26167918.txt,0,0,0,1
26168904.txt,0,0,0,1
26168988.txt,0,0,0,1
26169408.txt,0,0,0,1
26169417.txt,0,0,0,1
26169874.txt,0,0,0,0
26170207.txt,0,0,0,1
26170700.txt,0,0,0,1
26172478.txt,0,0,1,0
26173199.txt,0,0,0,1
26174952.txt,0,0,1,0
26176736.txt,0,0,0,1
2617943.txt,0,0,1,0
26183055.txt,0,0,0,0
26184810.txt,0,0,0,1
26185587.txt,0,0,0,0
26185770.txt,0,0,1,1
26185887.txt,0,0,1,1
26186096.txt,0,0,0,0
26186133.txt,0,0,0,0
26188613.txt,0,0,0,0
26193622.txt,0,0,0,1
26195726.txt,0,0,0,1
26197230.txt,0,0,1,0
26197282.txt,0,0,0,0
26197525.txt,0,0,0,1
26199328.txt,0,0,0,1
26200783.txt,0,0,0,0
26202933.txt,0,0,1,0
26203874.txt,0,0,0,0
26205068.txt,1,0,1,0
26205779.txt,0,0,0,0
26211520.txt,0,0,0,0
26214047.txt,0,1,0,0
26216741.txt,0,0,0,0
26216837.txt,0,0,0,0
26217917.txt,0,0,0,1
26220165.txt,0,0,1,1
26220309.txt,0,0,0,1
26224769.txt,0,0,0,1
26224771.txt,0,0,0,1
26226399.txt,0,0,0,1
26230449.txt,0,0,0,1
26230654.txt,0,0,0,1
26231332.txt,0,0,0,1
26232894.txt,0,0,1,0
26235139.txt,0,0,0,1
26240322.txt,0,0,0,1
26242021.txt,0,0,0,1
26248802.txt,0,0,0,0
26249682.txt,0,0,0,1
26249700.txt,0,1,0,1
26253677.txt,0,0,0,0
26253978.txt,0,0,0,1
26254338.txt,0,0,0,1
26254340.txt,0,0,0,1
2625834.txt,0,0,0,1
26259146.txt,1,0,0,0
26260288.txt,0,0,1,0
26261078.txt,0,0,0,0
26265092.txt,0,0,0,1
26266118.txt,0,0,0,0
26266414.txt,0,0,0,0
26266490.txt,0,0,0,0
26267242.txt,0,0,0,1
26272503.txt,0,0,0,0
26274893.txt,0,0,0,0
26277894.txt,0,0,0,0
26278641.txt,0,1,0,1
26282280.txt,0,0,0,1
26284355.txt,0,0,0,1
26284483.txt,0,0,0,0
26290650.txt,0,0,0,1
26292085.txt,0,0,0,0
26296210.txt,0,0,0,1
26296895.txt,1,0,0,0
26297111.txt,0,0,1,1
26297765.txt,0,0,1,0
26297794.txt,0,0,1,1
26298591.txt,0,0,0,0
2629929.txt,0,0,0,0
26299705.txt,0,0,0,0
26300120.txt,0,0,0,1
26302821.txt,0,0,0,0
26305189.txt,0,1,0,0
26305336.txt,0,0,0,1
26306037.txt,0,0,0,0
26306334.txt,0,0,0,1
26306469.txt,0,0,1,1
26306816.txt,0,0,0,0
26307261.txt,0,0,0,0
26311221.txt,0,0,0,0
26311433.txt,0,0,0,1
26311903.txt,0,0,0,0
26312965.txt,0,0,0,0
26313746.txt,0,0,1,0
26314344.txt,0,0,0,0
26314667.txt,0,0,0,0
26316141.txt,0,0,0,0
26318610.txt,1,0,0,0
26320582.txt,1,0,0,1
26322041.txt,0,1,0,1
26327372.txt,0,0,0,1
26337969.txt,0,0,1,1
26340660.txt,0,0,0,1
26349822.txt,0,0,0,1
26350128.txt,0,0,0,0
26352162.txt,0,0,0,0
26360028.txt,0,0,0,1
26362458.txt,0,0,0,1
26365348.txt,0,0,0,0
26365385.txt,0,0,0,0
26369190.txt,0,1,0,1
26370577.txt,0,0,0,1
26371472.txt,0,0,0,1
26371807.txt,0,0,0,1
26375412.txt,0,0,0,0
26377177.txt,1,0,0,1
26378446.txt,0,0,0,1
26378579.txt,0,0,0,0
26378812.txt,0,0,0,0
26383988.txt,0,0,0,0
26385509.txt,1,0,0,0
26386086.txt,0,0,0,0
26390921.txt,0,0,0,1
26392316.txt,0,0,0,0
26392556.txt,0,0,1,1
26394802.txt,0,0,0,1
26396244.txt,1,0,0,0
26399769.txt,0,0,0,1
26405587.txt,0,0,0,1
26410587.txt,0,0,0,0
2641198.txt,0,0,0,0
26412304.txt,0,0,0,0
2641445.txt,0,0,0,1
26414766.txt,0,0,0,0
26417371.txt,0,0,0,0
26423148.txt,0,0,0,1
26428243.txt,0,0,0,0
26429936.txt,0,0,1,0
26431539.txt,0,0,1,1
26436423.txt,0,0,0,0
26436701.txt,0,0,0,0
26437710.txt,0,0,0,1
26438324.txt,0,0,1,0
26439498.txt,0,0,1,1
26444544.txt,0,1,0,1
26445498.txt,0,0,0,1
26446080.txt,0,0,0,0
26447186.txt,1,0,0,0
26449484.txt,0,0,0,1
26449528.txt,0,0,0,1
26452560.txt,0,0,0,1
26456217.txt,0,0,0,0
26457023.txt,0,0,0,1
26458769.txt,0,0,1,1
26459907.txt,0,0,0,0
26460617.txt,1,0,0,1
26463643.txt,0,0,0,1
26465331.txt,1,0,0,0
26470918.txt,0,0,0,1
26471407.txt,0,0,0,0
26472353.txt,0,0,0,1
26473393.txt,0,0,0,0
26476644.txt,0,0,0,0
26478560.txt,0,0,0,0
26479870.txt,0,0,1,1
26480885.txt,0,0,0,1
26481260.txt,0,0,1,0
26483428.txt,0,0,1,0
26489344.txt,0,0,0,1
26490551.txt,0,0,0,1
26490898.txt,0,0,0,1
2649162.txt,0,0,0,1
26494858.txt,0,0,0,1
26496152.txt,0,0,1,0
26497818.txt,0,0,0,1
26497834.txt,0,0,0,1
26504719.txt,0,0,0,1
26506421.txt,0,0,0,1
26506425.txt,0,0,0,0
26507230.txt,0,0,0,1
26507748.txt,0,0,0,0
26509158.txt,0,0,0,1
26513744.txt,0,0,0,0
26514825.txt,0,0,0,0
26515292.txt,0,0,1,0
26517116.txt,0,0,0,0
26519773.txt,0,0,0,0
26520367.txt,0,0,0,1
26520877.txt,0,0,1,1
26522113.txt,0,0,0,1
26526850.txt,0,0,0,1
26527065.txt,0,0,0,1
26527411.txt,0,0,0,0
26527640.txt,0,0,0,1
26528864.txt,0,0,0,0
26529045.txt,0,0,0,0
26529668.txt,0,0,0,0
26537246.txt,0,0,1,0
26537724.txt,0,0,1,1
26537814.txt,0,0,0,1
26537916.txt,0,0,1,0
2653829.txt,0,0,0,1
26538516.txt,0,0,0,1
26540345.txt,1,0,1,0
26542649.txt,0,0,0,1
26544512.txt,0,0,0,0
26544960.txt,0,0,0,0
26549417.txt,0,0,1,0
26551315.txt,0,0,0,0
26552486.txt,0,0,1,0
26553932.txt,1,0,0,1
26555707.txt,0,0,0,0
26556173.txt,0,0,0,0
26557697.txt,0,0,0,0
26557813.txt,0,0,0,0
26559818.txt,0,0,0,1
26565626.txt,0,0,0,1
26566170.txt,0,0,0,0
26567540.txt,0,0,0,0
26568581.txt,0,0,0,1
26572242.txt,0,0,0,0
26582010.txt,0,0,0,0
26583099.txt,0,0,1,0
2658556.txt,0,0,0,0
26589762.txt,0,0,0,0
26593246.txt,0,0,0,0
26597533.txt,0,0,1,0
26598990.txt,0,1,0,1
26599261.txt,0,0,0,0
26600207.txt,0,0,0,1
26601717.txt,1,0,0,0
26603631.txt,0,0,0,1
26607438.txt,0,0,0,1
26608922.txt,1,0,1,1
26609719.txt,0,0,0,0
26612250.txt,0,0,0,1
26613018.txt,0,0,0,1
26613566.txt,0,0,0,1
26614523.txt,0,0,1,0
26616534.txt,0,0,0,0
26618175.txt,0,0,0,1
26621732.txt,0,0,0,0
26627083.txt,0,0,0,1
26627650.txt,0,0,0,0
26627832.txt,1,0,0,1
26631978.txt,0,0,0,1
26632729.txt,0,0,0,1
26634969.txt,0,0,0,1
26635806.txt,0,0,0,0
26640239.txt,0,0,1,0
26645971.txt,0,0,0,0
26646465.txt,0,0,1,1
2664765.txt,0,0,0,1
26648105.txt,0,0,0,0
26649563.txt,0,0,0,0
26654232.txt,0,0,0,0
26657108.txt,0,0,0,0
26657757.txt,0,0,0,0
26657788.txt,0,0,0,0
26658464.txt,0,0,0,0
26660901.txt,0,0,1,0
26662852.txt,0,0,1,0
2666406.txt,0,0,0,0
26666482.txt,0,0,0,0
2666793.txt,0,0,0,0
26669968.txt,0,0,0,1
26672896.txt,0,0,0,0
26673696.txt,0,0,0,0
26675370.txt,0,0,0,1
2667551.txt,0,0,0,1
26678146.txt,0,0,0,0
26683138.txt,0,0,0,1
26683261.txt,0,0,0,0
26684456.txt,1,0,0,1
26687682.txt,0,1,0,1
26687789.txt,0,0,0,0
26688982.txt,0,0,0,0
26691231.txt,0,0,0,1
26691456.txt,0,0,0,0
26692349.txt,0,1,0,1
26694038.txt,0,0,1,1
26696999.txt,0,0,0,0
26697110.txt,0,0,0,1
26700174.txt,0,0,0,1
26703454.txt,1,0,1,1
26705570.txt,0,0,0,0
26706476.txt,0,0,0,0
2670945.txt,0,0,0,0
26711335.txt,0,0,0,1
26712693.txt,0,0,0,0
26712700.txt,0,0,0,0
26712806.txt,0,0,0,0
26713761.txt,0,0,0,0
26719078.txt,0,0,0,0
26719098.txt,0,0,0,0
26724544.txt,0,0,0,0
26724911.txt,0,0,0,0
26726715.txt,0,0,0,0
26727221.txt,1,0,0,1
26729212.txt,0,0,0,0
26732895.txt,0,0,0,1
2673346.txt,0,0,0,1
26735734.txt,0,1,0,1
26739014.txt,0,0,0,1
26740106.txt,0,0,1,1
26740111.txt,0,0,0,1
26744416.txt,0,0,0,0
26744526.txt,0,0,0,1
26748724.txt,0,0,1,1
26751936.txt,0,0,0,1
26754943.txt,0,0,0,0
26758063.txt,0,0,1,1
26758086.txt,0,0,0,1
26759741.txt,0,0,1,0
26761036.txt,0,0,0,0
26763567.txt,0,0,0,0
26763856.txt,0,0,0,0
26765775.txt,0,0,0,0
26767320.txt,0,0,0,0
26769865.txt,0,0,0,0
26771068.txt,0,0,0,0
26771140.txt,0,0,1,1
26778112.txt,0,0,0,1
26779166.txt,0,0,0,1
26779174.txt,0,0,0,0
26781208.txt,0,0,0,0
26783132.txt,0,0,0,0
26784149.txt,0,0,0,0
26784896.txt,0,0,0,0
26787764.txt,0,0,0,0
26788992.txt,0,0,0,0
26789423.txt,0,0,0,1
26792856.txt,0,0,0,0
26794413.txt,0,0,0,0
26795022.txt,0,0,0,0
26797460.txt,0,0,0,0
2680545.txt,0,0,0,0
26806408.txt,0,0,1,0
2680682.txt,0,0,1,1
26807810.txt,1,0,0,1
26810079.txt,0,0,0,1
2681123.txt,0,0,0,0
26811320.txt,0,0,0,0
2681201.txt,0,0,0,0
26813769.txt,1,0,1,1
26814838.txt,0,0,0,1
26821396.txt,0,0,1,0
26821416.txt,0,0,0,1
26822552.txt,1,0,1,0
26824293.txt,0,0,0,1
26824503.txt,0,0,0,0
26826424.txt,0,0,0,1
26826495.txt,0,0,0,1
26828189.txt,0,0,0,0
26828238.txt,0,0,0,1
26829987.txt,0,0,0,1
26832821.txt,1,0,0,0
26833025.txt,0,0,0,0
26838912.txt,0,1,0,1
26841761.txt,0,0,0,1
26841934.txt,0,0,0,1
2684204.txt,0,0,0,1
26842222.txt,0,0,0,0
26842594.txt,0,0,0,0
26846217.txt,0,0,0,0
26848941.txt,0,0,0,0
26851694.txt,0,0,0,0
26853081.txt,0,0,0,0
26853514.txt,0,0,0,1
26857166.txt,0,0,0,1
26858124.txt,0,0,0,1
26858698.txt,0,0,0,1
26859680.txt,0,0,0,1
26859765.txt,0,0,0,1
26863735.txt,0,0,0,1
26864303.txt,0,0,1,1
26865189.txt,0,0,0,1
26865328.txt,0,0,0,0
26866054.txt,0,0,0,0
26868525.txt,0,0,1,1
26870040.txt,0,0,1,0
26870234.txt,0,0,0,1
26870928.txt,0,0,0,1
26871601.txt,0,0,0,1
26872043.txt,0,0,0,0
26875526.txt,0,0,0,1
26881311.txt,0,0,1,0
26882081.txt,0,0,0,0
26884207.txt,0,0,0,0
2688713.txt,0,0,0,1
26888254.txt,0,0,0,0
26891056.txt,0,0,0,1
26892873.txt,0,0,0,1
26893689.txt,0,0,1,0
26895351.txt,0,0,1,0
26895666.txt,0,0,0,0
26895844.txt,0,0,0,0
26897309.txt,0,0,0,0
26897815.txt,0,0,0,0
2689869.txt,0,0,0,0
26898691.txt,0,0,0,0
26902517.txt,0,0,1,0
26906420.txt,1,0,0,0
26908331.txt,0,0,1,0
26914207.txt,0,0,0,0
26915884.txt,0,0,0,0
26915975.txt,0,0,0,1
26919520.txt,0,0,0,0
26919939.txt,0,0,0,1
26921718.txt,0,0,0,1
26924705.txt,0,0,0,1
26925553.txt,0,0,1,1
26926994.txt,0,0,0,1
26927089.txt,0,0,0,0
26928903.txt,0,0,0,0
26929332.txt,0,0,0,1
26929405.txt,0,0,0,0
26931168.txt,0,0,0,1
2693464.txt,0,0,0,0
26938933.txt,0,0,0,0
26939071.txt,0,0,0,1
26940070.txt,0,0,1,0
26940855.txt,0,0,0,1
26941521.txt,0,0,0,1
26943578.txt,0,0,1,1
26945169.txt,0,0,1,1
26945964.txt,0,1,0,0
26946376.txt,0,0,0,0
26946438.txt,0,0,0,1
26950114.txt,0,0,0,1
26951819.txt,0,0,1,0
26952720.txt,0,0,0,0
26953337.txt,0,0,0,1
26955636.txt,0,0,0,0
26959725.txt,0,0,0,1
26960129.txt,0,0,0,0
26961374.txt,0,0,0,1
26961712.txt,0,0,0,1
26964552.txt,0,0,0,0
26965856.txt,0,0,0,0
26968628.txt,0,0,0,0
26970695.txt,0,0,0,1
26976492.txt,0,0,0,1
26976804.txt,0,0,1,1
26980499.txt,0,0,0,1
26980601.txt,0,0,0,0
26982806.txt,0,0,0,0
26985743.txt,0,0,0,1
26986518.txt,0,0,0,0
26986695.txt,0,0,1,1
26986890.txt,0,0,0,1
26989201.txt,0,0,0,1
2698954.txt,0,0,0,0
26990393.txt,0,0,0,0
26991049.txt,0,0,0,0
26998253.txt,0,0,0,1
27001510.txt,1,1,0,1
27003006.txt,0,0,1,0
27003289.txt,0,0,0,0
27003991.txt,0,0,0,0
27006459.txt,0,0,0,1
27007893.txt,0,0,0,0
27009076.txt,0,0,0,0
27009305.txt,0,0,0,0
27010349.txt,0,0,0,0
27014098.txt,0,0,0,0
27014275.txt,0,0,0,0
27015549.txt,0,0,1,0
27016570.txt,0,0,0,0
27021907.txt,0,0,0,1
27026501.txt,1,0,0,1
27029383.txt,0,0,0,0
27033362.txt,0,0,0,0
27033923.txt,0,0,0,0
27034094.txt,1,0,0,0
27035833.txt,0,0,1,1
27037592.txt,0,0,0,1
27037698.txt,0,0,0,0
27038798.txt,0,0,0,0
27039301.txt,0,0,1,0
27045438.txt,0,1,0,1
27045667.txt,0,0,0,1
27047177.txt,0,0,0,0
27047475.txt,0,0,0,0
27050126.txt,0,0,0,1
27051955.txt,0,0,1,0
27056267.txt,0,0,1,0
27058235.txt,1,0,1,1
27058923.txt,0,0,0,0
27060547.txt,0,0,0,0
27065954.txt,0,0,0,0
27066505.txt,0,0,1,1
27067339.txt,0,0,0,1
27067786.txt,0,0,1,0
27068464.txt,0,0,0,0
27069116.txt,0,0,0,1
27071075.txt,0,0,0,0
27072820.txt,0,0,0,0
27074026.txt,0,0,0,0
27076300.txt,0,0,0,0
27076627.txt,0,0,1,0
27078879.txt,0,0,0,0
27086822.txt,0,0,0,1
27086912.txt,0,0,0,1
27094335.txt,0,0,0,0
27096940.txt,0,0,0,0
27098303.txt,0,0,0,0
27098822.txt,0,0,0,0
27101883.txt,0,0,0,0
27102126.txt,0,0,0,0
27102634.txt,0,0,0,0
27102768.txt,0,0,0,1
27103389.txt,0,0,0,1
27104978.txt,1,0,0,1
27106023.txt,0,0,0,0
27106706.txt,0,0,0,0
27108964.txt,0,0,0,1
27109463.txt,0,0,0,0
27110570.txt,0,0,0,0
27111850.txt,0,0,0,0
27114281.txt,0,0,0,1
27114534.txt,0,0,0,0
27116459.txt,0,0,0,1
27119315.txt,0,0,0,1
27122612.txt,0,0,0,0
27125452.txt,0,0,0,1
27127202.txt,0,0,1,1
27128095.txt,0,0,0,0
27128431.txt,1,0,0,0
27136273.txt,0,0,0,0
27136586.txt,0,0,0,1
27139028.txt,0,0,0,1
27148195.txt,0,0,0,1
27148636.txt,0,0,0,0
27150396.txt,0,0,0,1
27151194.txt,0,0,0,0
27158703.txt,0,0,0,1
27160358.txt,0,0,0,1
27166215.txt,0,0,0,0
27166694.txt,0,0,0,1
27166946.txt,0,0,0,0
27168977.txt,0,0,1,1
27170292.txt,0,0,1,1
27171262.txt,1,0,0,0
27171316.txt,0,0,0,0
27173935.txt,0,0,0,0
27173953.txt,0,0,0,1
27175186.txt,0,0,0,0
27177211.txt,0,0,0,1
27181246.txt,0,1,0,0
27181595.txt,0,0,0,0
27182166.txt,0,0,0,0
27185257.txt,0,0,0,0
2718546.txt,0,0,0,1
27188438.txt,0,0,0,0
27188770.txt,0,0,0,1
27190237.txt,0,0,0,0
27190742.txt,0,0,0,0
27192563.txt,0,0,0,0
27193154.txt,0,0,0,1
27194531.txt,0,0,0,0
27195112.txt,0,0,0,0
27195791.txt,0,0,1,0
27197924.txt,0,0,0,0
27198610.txt,0,0,1,0
27198666.txt,0,0,1,0
27203677.txt,0,0,0,0
27206164.txt,0,0,0,1
27206797.txt,1,0,1,1
27208063.txt,0,0,0,0
27208177.txt,0,0,0,1
27215684.txt,0,0,1,1
27219121.txt,0,0,1,0
27221772.txt,0,0,1,0
27225481.txt,0,0,0,1
27226300.txt,0,0,0,1
27226569.txt,1,0,0,0
27232415.txt,0,0,0,0
27234244.txt,1,0,0,1
27234838.txt,0,0,0,1
27235098.txt,0,0,0,1
27235343.txt,0,0,0,1
27237203.txt,0,0,0,0
27244887.txt,0,0,0,0
27246777.txt,0,0,0,0
27248179.txt,0,0,0,0
27248833.txt,0,0,1,1
27252516.txt,0,0,0,0
27252682.txt,0,0,0,0
27256918.txt,0,0,0,0
27257820.txt,0,0,0,0
27258622.txt,0,0,0,1
27260667.txt,0,0,0,0
27260776.txt,0,0,0,1
27262511.txt,0,0,1,0
27264239.txt,0,1,0,0
27264245.txt,0,0,0,0
27266254.txt,0,0,0,1
27267408.txt,0,0,0,1
27267778.txt,0,0,1,1
27270389.txt,0,0,0,1
27272046.txt,0,0,0,1
27273017.txt,0,0,0,1
27273247.txt,0,0,0,0
27273744.txt,0,0,0,1
27276062.txt,0,0,0,0
27277520.txt,0,0,0,1
27278546.txt,0,0,0,0
27279703.txt,0,0,1,1
27280122.txt,0,0,0,1
27280420.txt,0,0,0,0
27281702.txt,0,0,0,0
27285085.txt,0,0,0,0
27287778.txt,0,0,0,0
27293842.txt,0,0,0,0
27296609.txt,0,0,0,1
27298078.txt,0,0,0,0
27300324.txt,0,0,0,1
27301608.txt,0,0,0,0
27302766.txt,0,0,0,1
27303401.txt,0,0,0,1
27303639.txt,0,0,0,1
27307040.txt,0,0,1,0
27307786.txt,0,0,0,0
27311309.txt,0,0,0,0
27312712.txt,0,0,0,0
27316681.txt,0,0,0,0
